84|39
48|11
48|79
88|98
88|82
88|12
69|67
69|77
69|22
69|61
41|75
41|56
41|59
41|95
41|83
24|97
24|98
24|54
24|48
24|47
24|16
33|59
33|92
33|47
33|16
33|82
33|88
33|78
92|82
92|59
92|88
92|78
92|97
92|63
92|56
92|74
11|35
11|39
11|27
11|75
11|47
11|24
11|77
11|79
11|43
36|44
36|33
36|46
36|26
36|83
36|35
36|96
36|39
36|72
36|76
59|55
59|78
59|84
59|36
59|69
59|61
59|97
59|17
59|12
59|67
59|76
98|55
98|66
98|32
98|97
98|61
98|67
98|63
98|26
98|46
98|84
98|22
98|45
72|54
72|48
72|45
72|31
72|12
72|99
72|87
72|75
72|88
72|63
72|78
72|69
72|59
35|87
35|83
35|59
35|75
35|82
35|88
35|99
35|98
35|45
35|47
35|74
35|69
35|97
35|56
43|59
43|33
43|75
43|72
43|54
43|31
43|95
43|24
43|83
43|39
43|16
43|47
43|92
43|44
43|32
17|43
17|26
17|75
17|41
17|79
17|72
17|83
17|39
17|22
17|95
17|46
17|32
17|92
17|47
17|27
17|24
31|16
31|78
31|67
31|22
31|12
31|45
31|17
31|55
31|11
31|82
31|99
31|98
31|63
31|79
31|97
31|56
31|61
85|56
85|36
85|66
85|22
85|48
85|98
85|76
85|43
85|96
85|61
85|67
85|55
85|82
85|84
85|69
85|11
85|17
85|78
75|16
75|63
75|99
75|59
75|97
75|55
75|54
75|82
75|74
75|96
75|88
75|98
75|12
75|36
75|69
75|85
75|45
75|31
75|61
46|75
46|24
46|72
46|77
46|83
46|59
46|88
46|32
46|16
46|39
46|44
46|74
46|31
46|99
46|54
46|87
46|47
46|27
46|35
46|95
39|88
39|78
39|85
39|59
39|83
39|47
39|82
39|92
39|97
39|48
39|72
39|75
39|63
39|45
39|56
39|16
39|87
39|35
39|31
39|99
39|95
96|66
96|35
96|26
96|79
96|87
96|84
96|27
96|11
96|33
96|77
96|95
96|46
96|76
96|39
96|17
96|44
96|47
96|83
96|43
96|41
96|22
96|72
95|75
95|54
95|92
95|98
95|59
95|87
95|16
95|47
95|63
95|12
95|72
95|97
95|85
95|99
95|56
95|48
95|83
95|69
95|74
95|88
95|78
95|31
95|82
47|92
47|45
47|61
47|31
47|54
47|16
47|97
47|98
47|63
47|85
47|78
47|48
47|82
47|12
47|69
47|87
47|88
47|75
47|72
47|83
47|56
47|74
47|99
47|59
74|11
74|12
74|82
74|17
74|16
74|22
74|78
74|85
74|56
74|45
74|96
74|55
74|99
74|76
74|63
74|97
74|69
74|48
74|84
74|31
74|98
74|36
74|61
74|67
22|32
22|87
22|39
22|72
22|43
22|47
22|59
22|79
22|41
22|83
22|35
22|77
22|26
22|88
22|54
22|95
22|24
22|46
22|27
22|44
22|33
22|66
22|75
22|92
78|26
78|96
78|84
78|46
78|22
78|44
78|63
78|45
78|76
78|67
78|55
78|56
78|82
78|61
78|97
78|11
78|43
78|69
78|98
78|12
78|79
78|36
78|17
78|66
27|74
27|75
27|24
27|77
27|54
27|92
27|48
27|31
27|99
27|41
27|59
27|83
27|82
27|72
27|85
27|88
27|16
27|78
27|98
27|39
27|87
27|47
27|95
27|35
45|77
45|44
45|11
45|27
45|79
45|41
45|84
45|96
45|17
45|22
45|55
45|69
45|43
45|61
45|66
45|36
45|67
45|33
45|76
45|46
45|26
45|24
45|32
45|12
76|75
76|87
76|54
76|33
76|41
76|32
76|46
76|35
76|88
76|92
76|22
76|47
76|83
76|95
76|72
76|77
76|44
76|26
76|43
76|39
76|79
76|27
76|24
76|66
83|85
83|69
83|99
83|56
83|63
83|87
83|88
83|98
83|61
83|45
83|48
83|92
83|55
83|16
83|54
83|59
83|74
83|31
83|67
83|12
83|75
83|82
83|97
83|78
56|79
56|11
56|61
56|77
56|69
56|45
56|12
56|84
56|67
56|66
56|63
56|44
56|33
56|17
56|96
56|36
56|43
56|46
56|32
56|27
56|26
56|76
56|55
56|22
63|41
63|96
63|22
63|32
63|36
63|12
63|44
63|67
63|55
63|61
63|33
63|79
63|45
63|26
63|27
